Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	ShowRet	SJF	F1	Time
66	-67.93158	36.37373	-20.762625	-200.96545	218.44	43.89745	333.0	102.0	-68.20578	12.603688	-38.085342	-257.00888	3430400	-1.1176553e-08	1173.1737	-0.0029492604	-79.3374	1.5298984	0.0017472078	0.021607764	79.0	-16.577759	72.74992	62.067657	16988.003698349
67	-68.257454	33.77198	-23.156502	-176.268	209.9	41.47903	342.0	125.0	-69.13725	16.27765	-37.491524	-257.8723	3481600	-2.3262565e-08	1057.4045	-0.0033134136	-80.01062	1.5380641	0.0021153635	0.02196284	79.0	-17.67369	73.412766	56.671364	17272.159322738647
68	-62.097557	32.056564	-16.973059	-157.29025	209.86	33.593758	306.0	141.0	-69.796074	13.941149	-20.839844	-155.21843	3532800	3.2719218e-08	1027.6652	-0.0029393928	-96.773315	1.5361569	0.001061132	0.01925093	79.0	-12.769695	73.1982	59.327084	17555.882917165756
69	-68.68867	40.89908	-19.591475	-240.3637	218.23	41.025566	306.0	135.0	-65.957146	14.134589	-38.680065	-226.04521	3584000	4.4749232e-08	1533.003	-0.0034135357	-130.24963	1.526155	0.0019769422	0.019520689	79.0	-16.107145	73.46656	63.09971	17849.626897335052
70	-62.25908	32.73089	-14.463002	-190.2153	223.99	41.36919	323.0	138.0	-68.1505	15.297481	-41.875786	-174.974	3635200	2.2480469e-08	1040.6465	-0.0029646754	-90.65607	1.3443811	0.0017723994	0.01665253	79.0	-13.72232	69.59615	58.101177	18146.967858076096
71	-63.76817	35.282475	-13.2006	-161.77571	217.53	40.092506	343.0	116.0	-65.137474	14.286782	-38.221172	-172.89711	3686400	2.5252444e-08	1124.0366	-0.002960947	-73.105225	1.5004584	0.0018652153	0.016227648	79.0	-14.924259	70.5567	59.602608	18437.990198373795
72	-59.420727	35.414894	-21.17821	-184.82607	202.61	40.425217	304.0	124.0	-66.354836	14.255002	-35.402836	-155.88544	3737600	3.916179e-08	1140.5027	-0.0031258685	-93.58142	1.4598063	0.0025282032	0.023838902	79.0	-13.553358	75.03282	55.544765	18710.81943821907
73	-58.832554	33.40438	-18.91746	-176.63757	210.45	39.366837	334.0	136.0	-60.365467	16.299412	-16.429504	-203.74164	3788800	-5.3654095e-08	1011.5013	-0.003088804	-74.38739	1.4598545	0.002804203	0.019909717	79.0	-11.348449	74.43166	56.093075	18993.233957529068
74	-61.367584	31.082092	-13.666372	-144.69421	219.79	42.00174	319.0	138.0	-59.559242	13.161006	-21.080881	-154.67451	3840000	3.7836298e-08	889.25793	-0.0033731724	-63.531006	1.4317029	0.0027850324	0.02880022	79.0	-15.63628	69.70511	53.99278	19286.448691368103
75	-64.6775	36.149944	-15.65734	-185.58246	212.6	43.871178	324.0	110.0	-65.12125	14.639292	-28.276625	-164.72311	3891200	-1.5789904e-08	1285.1714	-0.0034341791	-91.78528	1.4068539	0.0006036225	0.0224365	79.0	-11.969355	76.84235	63.169	19570.663077116013
76	-63.816227	31.720926	-19.158827	-158.04709	216.75	39.530334	350.0	122.0	-67.70896	13.346875	-32.597736	-170.08405	3942400	-5.6318483e-09	930.05585	-0.0033667316	-48.115295	1.3882978	0.00241477	0.022791235	79.0	-11.251681	76.296486	60.386253	19859.8870844841
77	-63.056473	38.03746	-16.95844	-224.5166	220.07	43.685066	333.0	129.0	-65.32184	12.515212	-27.797106	-153.05005	3993600	-9.2910334e-08	1412.5778	-0.0027660634	-126.24011	1.3762757	0.002101697	0.018403236	79.0	-14.153662	70.83218	56.63858	20154.388779878616
78	-58.663887	28.842293	-16.633352	-161.85881	214.95	35.049217	311.0	145.0	-65.41779	15.750236	-34.869095	-219.82852	4044800	-3.2654306e-08	846.38086	-0.0034367167	-110.49957	1.3801945	0.0016145258	0.02112119	79.0	-9.36125	71.96625	55.116924	20442.510803461075
79	-63.456997	36.297657	-15.416704	-198.96828	218.75	44.837345	350.0	118.0	-60.230305	12.681691	-37.9685	-184.08438	4096000	8.928571e-08	1242.7762	-0.0034539397	-103.974365	1.2921041	0.0015923877	0.0192	79.0	-12.665776	69.240204	61.119003	20734.543080329895
