Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	ShowRet	SJF	F1	Time
65	-252.26633	292.9786	-1.0618904	-1473.0469	256.0	0.0	256.0	256.0	-246.83223	143.05159	-83.16515	-2025.4116	1689600	3.2782554e-09	61524.23	-0.0027102395	-11022.074	1.1517738	0.0012370038	0.019765625	79.0	0.740011	383.55762	264.22366	15037.654334068298
66	-269.3837	367.40253	-1.391418	-2396.52	256.0	0.0	256.0	256.0	-279.30353	277.48035	-94.32319	-2721.8284	1715200	2.3841857e-09	62580.746	-0.0032327806	-8609.102	1.1342862	0.0012525246	0.030390626	79.0	106.46443	466.1399	397.95044	15264.301009654999
67	-242.1674	293.5466	-1.0046803	-2256.141	256.0	0.0	256.0	256.0	-231.26065	188.57896	-72.08593	-2729.8777	1740800	1.2516975e-08	55789.99	-0.003596846	-5471.082	1.125896	0.0022349537	0.025976563	79.0	-27.002083	270.79453	227.41376	15486.496741771698
68	-252.49384	309.44193	-1.0248178	-2061.6526	256.0	0.0	256.0	256.0	-249.96854	194.1781	-37.48964	-2382.0417	1766400	-7.152557e-09	62914.355	-0.002976796	-3552.6836	1.1073171	0.002284368	0.021523438	79.0	73.75527	390.6374	373.53372	15706.172485351562
69	-308.38315	424.29538	-1.391553	-2167.1816	256.0	0.0	256.0	256.0	-284.56714	293.50555	-116.83605	-3134.4878	1792000	2.3841857e-09	95108.3	-0.0032159614	-11809.969	1.2113454	0.0017439801	0.019726563	79.0	45.3873	493.16626	377.50513	15929.428666591644
70	-285.11533	391.75574	-1.0466468	-2408.797	256.0	0.0	256.0	256.0	-295.93692	285.5099	-67.66654	-2647.4258	1817600	2.9802323e-09	78886.3	-0.0029889166	-6039.883	1.1344723	0.0015344549	0.01984375	79.0	119.889915	479.48172	455.0953	16165.611095190048
71	-307.39993	420.26538	-1.391553	-2626.329	256.0	0.0	256.0	256.0	-290.06876	267.23157	-98.939514	-2759.4163	1843200	-8.046627e-09	88799.47	-0.0036410221	-13361.375	1.245723	0.002484398	0.028789062	79.0	-3.4009936	454.8701	317.8926	16391.36410164833
72	-358.78168	527.8289	-1.0271901	-3341.5283	256.0	0.0	256.0	256.0	-342.19946	407.38617	-63.31167	-3964.188	1868800	0.0	117210.05	-0.002902416	-18015.438	1.1274778	0.001702501	0.025546875	79.0	208.6808	726.82947	595.6742	16621.246118545532
73	-317.12872	413.5067	-1.6521882	-2436.479	256.0	0.0	256.0	256.0	-320.10858	334.83646	-94.200066	-3010.212	1894400	1.1920929e-09	95456.84	-0.003919522	-11128.422	1.1359015	0.0025235307	0.031132812	79.0	159.24538	631.0228	524.5738	16851.157084941864
74	-232.45593	266.58575	-1.0324602	-1467.1146	256.0	0.0	256.0	256.0	-289.3755	192.18115	-131.3156	-2027.3204	1920000	9.536743e-09	51366.51	-0.0033987272	-8704.711	1.0622708	0.00084168074	0.021914063	79.0	40.55835	377.23093	282.6051	17079.652427196503
75	-251.49072	361.16235	-1.391553	-2389.9973	256.0	0.0	256.0	256.0	-253.91371	239.48257	-93.23226	-2256.3174	1945600	8.9406965e-10	63938.19	-0.0028999727	-6972.5117	1.0985651	0.0017294683	0.021171875	79.0	179.68158	563.9114	457.4612	17309.20178627968
76	-271.66284	404.0443	-1.0004466	-2394.3901	256.0	0.0	256.0	256.0	-245.07733	281.74152	-64.63513	-2720.7646	1971200	-1.07288365e-08	77924.27	-0.0032276702	-8683.164	1.0695854	0.0017694805	0.026171874	79.0	75.5894	621.5088	357.024	17530.125299692154
